RT	other
"	other
si	lang2
estás	lang2
listo	lang2
o	lang2
lista	lang2
para	lang2
otra	lang2
aventura	lang2
ÉPICA	lang2
.	other
#UniversalMoments	lang1
http://t.co/xeIoB1D4nW	other

sentiment	positive
“	other
@JoeyMontanaT	other
:	other
Ready	lang1
en	lang2
el	lang2
backstage	lang1
de	lang2
@Univision	other
#nuevo	lang2
#look	lang1
gracias	lang2
a	lang2
mi	lang2
#stylist	lang1
@AngieEstilo	other
http://t.co/Uuag1CRUE4”👖👕👍👏	other
#style	lang1
#men	lang1

sentiment	positive
Y	lang2
yo	lang2
terminado	lang2
acá	lang2
de	lang2
trabajar	lang2
!	other
Lo	lang2
bueno	lang2
q	lang2
ya	lang2
comadre	lang2
me	lang2
ordenaste	lang2
con	lang2
Mario	ne
mi	lang2
#vip	lang1
meal	lang1
@beatrizmiami	other
@dannpp	other
http://t.co/bsXXuxAyov	other

sentiment	positive
RT	other
@adri_sofia4	other
:	other
Con	lang2
ganas	lang2
de	lang2
que	lang2
estes	lang2
aqui	lang2
..	other
..	other
with	lang1
me	lang1
!	other

sentiment	neutral
RT	other
@AmarisRodz	other
:	other
Estoy	lang2
demasiado	lang2
obsessed	lang1
con	lang2
Justin	ne
Bieber	ne

sentiment	positive
RT	other
@luisgierbolini5	other
:	other
Hoy	lang2
se	lang2
bebe	lang2
!!	other
Shannans	ne
!	other
Long	ne
Islands	lang1
2x7	other
,	other
Vamos	lang2
a	lang2
Bacilar	lang2
!	other
Les	lang2
traemos	lang2
algo	lang2
nuevo	lang2
:	other
Jager	ne
Pong	lang1
!	other
Los	lang2
Esperamos	lang2
!!	other
http	other
:/	other
…	other

sentiment	positive
RT	other
@Chiwy8YT	other
:	other
Mucha	lang2
suerte	lang2
a	lang2
mi	lang2
bro	lang1
@Kronnomc	other
y	lang2
a	lang2
@ZarcortGame	other
con	lang2
la	lang2
actuación	lang2
de	lang2
mañana	lang2
y	lang2
pasado	lang2
en	lang2
el	lang2
@ClubMediaFest	other
,	other
¡	other
seguro	lang2
que	lang2
lo	lang2
hac	lang2
…	other

sentiment	positive
RT	other
@dccsierra	other
:	other
“	other
@raylpez	other
:	other
So	lang1
proud	lang1
🎉🎓	other
❤	other
️	other
#BlueLady	lang1
http://t.co/EVAs0HPKIO	other
”	other
somos	lang2
famosas	lang2
en	lang2
el	lang2
nuevo	lang2
dia	lang2

sentiment	positive
#tbt	lang1
@unnuevodia	other
campaña	lang2
del	lang2
show	lang1
#fotos	lang2
#comercial	lang2
@telemundo	other
trabajo	lang2
en	lang2
conjunto	lang2
con	lang2
beatrizstylist	ne
…	other
https://t.co/1DTewKgQSy	other

sentiment	neutral
Team	lang1
La	lang2
Gatita	lang2
en	lang2
Toyota	ne
of	lang1
South	ne
Florida	lang1
para	lang2
Memorial	lang1
Weekend	lang1
Sale	lang1
http://t.co/WN3RvNgWBM	other

sentiment	positive
S	lang1
H	lang1
O	lang1
E	lang1
S	lang1
L	lang1
O	lang1
V	lang1
E	lang2
R	lang1
💁🏼👡	other
#salhuastore	ne
si	lang2
eres	lang2
una	lang2
adicta	lang2
a	lang2
los	lang2
zapatos	lang2
dale	lang2
double	lang1
tap	lang1
👋🏻💕	other
https://t.co/ZlwsBF3GC5	other

sentiment	negative
odio	lang2
a	lang2
mis	lang2
vecinos	lang2
no	lang2
me	lang2
dejan	lang2
coger	lang2
mi	lang2
nap	lang1
num	lang2
.	other
366853225	other
del	lang2
dia	lang2
..	other
.	other
#jaltadeodio	lang2

sentiment	negative
@GiaVq	other
Yuck	lang1
!!	other
!	other
Mucha	lang2
servilleta	lang2
y	lang2
desinfectante	lang2
!!	other
!	other
Tranquila	lang2
q	lang2
eso	lang2
pasa	lang2
..	other
.	other

sentiment	negative
RT	other
@13gsgs	other
:	other
Fucking	lang1
misas	lang2
de	lang2
graduación	lang2

sentiment	positive
no	lang2
me	lang2
puse	lang2
chap	lang2
stick	lang1
con	lang2
spf	lang1
y	lang2
tengo	lang2
Los	lang2
labios	lang2
inchados	lang2
..	other
.	other
Buena	lang2
esa	lang2
Ariana	ne
:'(	other

sentiment	positive
Dios	lang2
ayudame	lang2
y	lang2
dame	lang2
fuerza	lang2
para	lang2
lo	lang2
q	lang2
me	lang2
espera	lang2
!	other
Jueves	lang2
8-5pm	other
,	other
jueves	lang2
a	lang2
viernes	lang2
10-6am	other
y	lang2
viernes	lang2
8-5pm	other
!!	other
!	other
OMG	lang1
:	other
o	lang2

sentiment	positive
RT	other
@andyescalona	other
:	other
#look	lang1
#hoy	lang2
#SLS	ne
#meEncanta	lang2
#iloveit	lang1
@angieestilo	other
@beatrizmiami	other
http://t.co/kpGPIJzFnf	other

sentiment	positive
Acabo	lang2
de	lang2
ver	lang2
un	lang2
husky	lang1
y	lang2
empecé	lang2
a	lang2
sonreir	lang2
sola	lang2
como	lang2
senda	lang2
idiota	lang2
☺	other
️	other

sentiment	positive
Llamando	lang2
a	lang2
los	lang2
ganadores	lang2
de	lang2
boletos	lang2
,	other
prepárense	lang2
.	other
Hoy	lang2
es	lang2
el	lang2
estreno	lang2
de	lang2
Verizon	ne
de	lang2
#StarWars	lang1
#TheForceAwakens	ne
.	other
https://t.co/8fsRttuR5t	other

sentiment	positive
Procesador	lang2
turbo	lang2
del	lang2
#DroidTurbo	lang1
:	other
multitasking	lang1
en	lang2
tus	lang2
manos	lang2
.	other
#LatinGRAMMY	lang1
http://t.co/p4IUUZzBId	other
http://t.co/S3mfhdd3Wi	other

sentiment	negative
@esangie023	other
Ayyy	lang2
:'(	other
well	lang1
envdd	lang2
no	lang2
me	lang2
sorprende	lang2
jajajaa	lang2
why	lang1
u	lang1
sick	lang1
Nigga	lang1
?	other

sentiment	negative
Me	lang2
acabo	lang2
de	lang2
comer	lang2
una	lang2
galleta	lang2
de	lang2
chocolate	lang2
chip	lang1
con	lang2
mantecado	lang2
😭	other
whyyy	lang1
??	other
?	other

sentiment	neutral
RT	other
@hectorelcrack	other
:	other
@Kronnomc	other
Eso	lang2
te	lang2
voy	lang2
a	lang2
decir	lang2
yo	lang2
cuando	lang2
te	lang2
bajen	lang2
de	lang2
rango	lang2
en	lang2
el	lang2
CS	lang1
😂😂😂	other

sentiment	positive
RT	other
@VikiMeh	other
:	other
@YellowMellowMG	other
de	lang2
verdad	lang2
me	lang2
siento	lang2
pesada	lang2
diciendo	lang2
esto	lang2
pero	lang2
es	lang2
que	lang2
el	lang2
vlog	lang1
fue	lang2
una	lang2
maravilla	lang2
!!	other
Gracias	lang2
por	lang2
tu	lang2
trabajo	lang2

sentiment	negative
Samsung	ne
pierde	lang2
fuerza	lang2
:	other
presenta	lang2
los	lang2
peores	lang2
resultados	lang2
financieros	lang2
de	lang2
la	lang2
‘	other
generación	lang2
Galaxy	lang1
’	other
http://t.co/hS3aWM0v4F	other

sentiment	neutral
#TemasDePareja	lang2
8:25	other
am	lang2
y	lang2
TKTS	lang2
#JAlvarez	ne
Concert	lang1
@elzol1067fm	other
#ElVacilonDeLaGatita	lang2
Pendiente	lang2
..	other
.	other

sentiment	positive
RT	other
@AidaPhillips	other
:	other
Another	lang1
great	lang1
group	lang1
styled	lang1
by	lang1
@angieestilo	other
#queorgullo	lang2
by	lang1
@ponchodeanda	other
"	other
Comienza	lang2
una	lang2
gran	lang2
semana	lang2
!…	other
http://t.co/Km3vO6Hvws	other

sentiment	positive
TWITTER	lang1
ME	lang2
TIRÓ	lang2
GLOBITOS	lang2
DE	lang2
CUMPLE	lang2
❤	other
️	other
https://t.co/OOD3VmOp7n	other

sentiment	neutral
Soy	lang2
el	lang2
zomber	lang1
!!	other
Para	lang2
ser	lang2
como	lang2
yo	lang2
has	lang1
de	lang2
sobrevivir	lang2
contra	lang2
la	lang2
muerte	lang2
.	other
https://t.co/nTiNCzdGfC	other

sentiment	positive
RT	other
@NattBanks	other
:	other
full	lang1
eso	lang2
no	lang2
cambia	lang2
jajajajajjajajajajajajajaaj	lang2
https://t.co/7RJqVNvRmg	other

sentiment	positive
Estoy	lang2
currando	lang2
mucho	lang2
en	lang2
la	lang2
canción	lang2
de	lang2
Youtubers	lang2
life	lang1
!!	other
Me	lang2
gustaría	lang2
que	lang2
fuese	lang2
el	lang2
próximo	lang2
video	lang2
mas	lang2
visitado	lang2
de	lang2
mi	lang2
canal	lang2
!	other
Ya	lang2
veréis	lang2
!	other
😁	other
❤	other
️	other

sentiment	positive
Sed	lang2
creativos	lang2
,	other
ma	lang1
niggas	lang1
..	other
.	other
😏	other

sentiment	positive
Feliz	lang2
Cumpleaños	lang2
#marcanthony	ne
@marcanthony	other
16	other
Septiembre	lang2
47	other
años	lang2
.	other
#elvacilondelagatita	lang2
#morningshow	lang1
…	other
https://t.co/FQBf90U8vu	other

sentiment	positive
Lo	lang2
Nuevo	lang2
de	lang2
#dunkindonuts	lang1
América	ne
se	lang2
Mueve	lang2
con	lang2
Dunkin	ne
..	other
Mom	lang1
#caramelmochiato	lang2
https://t.co/7RJLboDlku	other

sentiment	negative
WHAT	lang1
??	other
??	other
?	other
nooooo	lang1
Lol	lang1
#ElvacilonDeLaGatita	lang2
http://t.co/4APKkBSvjn	other

sentiment	positive
@barbiecoronita	other
yep	lang1
,	other
somos	lang2
dos	lang2

sentiment	positive
RT	other
@aritzmeh	other
:	other
@YellowMellowMG	other
Aunque	lang2
no	lang2
tenga	lang2
iTunes	ne
tengo	lang2
Play	lang1
Music	lang1
y	lang2
venga	lang2
a	lang2
comprar	lang2
ese	lang2
single	lang1
tan	lang2
chulo	lang2
por	lang2
solo	lang2
0	other
,	other
99	other
€	other
😊😊	other
#PhantomLi	lang1
…	other

sentiment	neutral
Look	lang1
de	lang2
#CarlaMauri	ne
#festivalpeopleenespanol	lang2
stylist	lang1
@angieestilo	other
#angieestilo	lang2
#fashion	lang1
@peopleenespanol	other
http://t.co/4RqXUQNZbr	other

sentiment	positive
RT	other
@javiidiaz06	other
:	other
@pollypocketpc	other
reina	lang2
de	lang2
#twitterafterdark	lang1

sentiment	positive
"	other
We	lang1
must	lang1
trust	lang1
in	lang1
the	lang1
mighty	lang1
power	lang1
of	lang1
God	lang1
's	lang1
mercy	lang1
,	other
we	lang1
are	lang1
all	lang1
sinners	lang1
but	lang1
HIS	lang1
grace	lang1
transforms	lang1
us	lang1
and	lang1
makes	lang1
us	lang1
New	lang1
"	other
Benedict	ne
XVI	lang2

sentiment	negative
Son	lang2
las	lang2
11:30	other
nada	lang2
mas	lang2
?	other
Da	lang2
fuq	lang1
!	other

sentiment	positive
Te	lang2
Ves	lang2
Así	lang2
?	other
Ya	lang2
estas	lang2
dentro	lang2
!.	other
..	other
Buscando	lang2
las	lang2
más	lang2
guapas	lang2
para	lang2
el	lang2
VIP	lang1
del	lang2
Vacilon	lang2
de	lang2
la	lang2
Gatita	lang2
.	other
Si	lang2
…	other
https://t.co/G924sHcA70	other

sentiment	negative
Es	lang2
irónico	lang2
que	lang2
critiquen	lang2
mi	lang2
rap	lang2
en	lang2
ingles	lang2
niños	lang2
que	lang2
no	lang2
han	lang2
empezado	lang2
en	lang2
el	lang2
mundo	lang2
del	lang2
rap	lang1
y	lang2
que	lang2
probablemente	lang2
no	lang2
sepan	lang2
ni	lang2
ingles	lang2
..	other
.	other
Good	lang1
night	lang1

sentiment	neutral
RT	other
@AndrosLB	other
:	other
Hoy	lang2
me	lang2
apetece	lang2
recordar	lang2
el	lang2
temazo	lang2
que	lang2
me	lang2
hizo	lang2
mi	lang2
bro	lang1
@Kronnomc	other
para	lang2
mi	lang2
canal	lang2
:)	other
http://t.co/CTQPOw6g7Z	other
¿	other
Os	lang2
acordáis	lang2
no	lang2
?	other

sentiment	neutral
Con	lang2
relacion	lang2
a	lang2
mi	lang2
last	lang1
RT	other
..	other
.	other
Eso	lang2
acaba	lang2
el	lang2
proximo	lang2
weekend	lang1
🤓	other

sentiment	neutral
RT	other
@WhateverPR	other
:	other
Tropicaleo	lang2
from	lang1
the	lang1
TOP	lang1
@	other
Viejo	lang2
San	lang2
Juan	ne
#whateverpr	lang1
#whateverpuertorico	lang1
https://t.co/9V6903ba1D	other

sentiment	neutral
PLEASE	lang1
,	other
ayuden	lang2
a	lang2
traer	lang2
a	lang2
Bernie	ne
Sanders	ne
a	lang2
PR	ne
!	other
Debemos	lang2
de	lang2
crear	lang2
conciencia	lang2
que	lang2
él	lang2
merece	lang2
la	lang2
presidencia	lang2
#FeelTheBern	lang1
https://t.co/mJ8LBCA07s	other

sentiment	positive
@DemoAttensity	other
1/2	other
Entiendo	lang2
su	lang2
preocupación	lang2
,	other
con	lang2
los	lang2
planes	lang2
MORE	lang1
EVERYTHING	lang1
tiene	lang2
más	lang2
opciones	lang2
.	other
Puedo	lang2
ayudarle	lang2
analizando	lang2
su	lang2
cuenta	lang2
,	other
~	other
MV	lang2

sentiment	positive
RT	other
@mariasofia_14	other
:	other
Que	lang2
quiero	lang2
una	lang2
batida	lang2
,	other
now	lang1
.	other

sentiment	positive
"	other
@saocopapi	other
:	other
@arianaasalgado	other
como	lang2
se	lang2
ponen	lang2
gifs	lang1
en	lang2
tw	lang2
omg	lang1
"	other
asi	lang2
los	lang2
baje	lang2
al	lang2
celelular	lang2
y	lang2
pues	lang2
no	lang2
se	lang2
salen	lang2
asi	lang2
..	other
.	other
jajaja	lang2

sentiment	negative
@Joey101_	other
me	lang2
siento	lang2
facebookish	lang2
y	lang2
yo	lang2
odio	lang2
fb	lang2
so	lang1
ya	lang2
sabes	lang2

sentiment	positive
@BymJared	other
Lamento	lang2
mucho	lang2
lo	lang2
sucedido	lang2
Jared	ne
,	other
para	lang2
desbloquear	lang2
un	lang2
teléfono	lang2
iPhone	ne
4s	other
es	lang2
necesario	lang2
tener	lang2
cuenta	lang2
activa	lang2
con	lang2
Verizon	ne
Wireless	lang1
.	other
~	other
MH	ne

sentiment	positive
@vegetta777	other
@ZarcortGame	other
ajajaja	lang2
yo	lang2
tambien	lang2
voy	lang2
a	lang2
hechar	lang2
de	lang2
menos	lang2
tus	lang2
improvisaciones	lang2
y	lang2
tu	lang2
beat	lang1
box	lang1
!	other
Pummmm	lang2
PiriBiribiRi	unk
Pummm	lang2
Birirbi	unk
!!	other
!	other
😂😂	other

sentiment	positive
RT	other
@gasolinadrink	other
:	other
Yarda	lang2
FULL	lang1
!	other
#SANSE14	other
http://t.co/mcDRNXlcqo	other

sentiment	positive
Hahahahaha	lang1
@ashleylaughbox	other
me	lang2
ama	lang2
yo	lang2
lo	lang2
sé	lang2
.	other

sentiment	positive
Tu	lang2
teléfono	lang2
no	lang2
sólo	lang2
sirve	lang2
como	lang2
calculadora	lang2
.	other
Con	lang2
sólo	lang2
unas	lang2
apps	lang1
,	other
tendrás	lang2
el	lang2
mejor	lang2
ayudante	lang2
.	other
http://t.co/QMflJGF7NY	other

sentiment	negative
RT	other
@ccotto66	other
:	other
"	other
pa	lang2
cuando	lang2
"	other
"	other
puesto	lang2
pa	lang2
ti	lang2
"	other
"	other
soy	lang2
ese	lang2
1%	other
"	other
"	other
rt	lang1
si	lang2
vas	lang2
para	lang2
el	lang2
"	other
"	other
si	lang2
me	lang2
pagaran	lang2
por	lang2
caerles	lang2
mal	lang2
"	other
"	other
enchularse	lang2
que	lang2
es	lang2
eso	lang2
"	other
https://t	other
…	other

sentiment	neutral
El	lang2
proximo	lang2
gobe	lang1
brought	lang1
to	lang1
you	lang1
by	lang1
#MaristaProductions	ne

sentiment	positive
RT	other
@andyescalona	other
:	other
Look	lang1
de	lang2
hoy	lang2
Military	lang1
Girl	lang1
#SLS	lang1
@SueltaLaSopaTV	other
@Telemundo	other
Cc	unk
@AngieEstilo	other
@beatrizmiami	other
http://t.co/zOSiN4OWmN	other

sentiment	positive
FOXY	ne
VS	lang1
SONIC	ne
.	other
EXE	lang1
|	other
EPIC	lang1
BATTLE	lang1
|	other
KRONNO	lang1
ZOMBER	lang1
|	other
(	other
Videoclip	lang1
Oficial	lang2
)	other
https://t.co/lcbYxm8NeC	other
vía	lang2
@YouTube	other

sentiment	positive
#FF	ambiguous
y	lang2
de	lang2
super	lang2
#fashionfabolous	lang1
a	lang2
mi	lang2
colega	lang2
@beatrizmiami	other
el	lang2
duo	lang2
stylist	lang1
de	lang2
@UnNuevoDia	other
@Telemundo	other
y	lang2
MAS	lang2
!	other

sentiment	neutral
Xmen	ne
me	lang2
persigue	lang2
..	other
..	other
Pongo	lang2
youtube	ne
,	other
el	lang2
ad	lang2
es	lang2
de	lang2
eso	lang2
,	other
prendo	lang2
la	lang2
tv	lang2
el	lang2
anuncio	lang2
es	lang2
de	lang2
eso	lang2
,	other
voy	lang2
a	lang2
tw	lang2
..	other
Hay	lang2
un	lang2
ad	lang1
y	lang2
es	lang2
de	lang2
eso	lang2

sentiment	positive
RT	other
@AriannaKamir	other
:	other
Agghhh	lang2
alguien	lang2
que	lang2
me	lang2
acompañe	lang2
a	lang2
ver	lang2
me	lang1
before	lang1
you	lang1

sentiment	positive
So	lang1
como	lang2
es	lang2
lo	lang2
de	lang2
los	lang2
nuevos	lang2
emojis	lang2
?	other

sentiment	neutral
CUATRO	lang2
SOLDADOS	lang2
DEL	lang2
HIP	lang1
HOP	lang1
,	other
TENGO	lang2
UN	lang2
EQUIPO	lang2
DETRÁS	lang2
!	other
PRÓXIMAMENTE	lang2
!	other
@ZarcortGame	other
@CycloMusic	other
@PiterGmusic	other
https://t.co/9RREJaLUy3	other

sentiment	positive
@alanisdeIrey	other
awww	lang1
😽	other
tumblr	lang1
JAJA	lang2

sentiment	positive
@ThousFilms	other
@Kapollone	other
porsupuesto	lang2
bro	lang1
!	other
Es	lang2
increíble	lang2
!	other

sentiment	negative
RT	other
@Aixaa_24	other
:	other
A	lang2
mi	lang2
me	lang2
quieren	lang2
ver	lang2
mal	lang2
,	other
pero	lang2
no	lang2
les	lang2
doy	lang2
el	lang2
break	lang1

sentiment	positive
"	other
@PaulinaMaria20	other
:	other
"	other
@yandiaflandia	other
:	other
esta	lang2
tipa	lang2
si	lang2
sabe	lang2
que	lang2
es	lang2
estar	lang2
quema	lang2
http://t.co/5efdoa78GR	other
"	other
esa	lang2
el	lang2
la	lang2
barriga	lang2
de	lang2
mariela	ne
?	other
"	other
SKIN	lang1
CANCER	lang2
!	other

sentiment	positive
RT	other
@gabymojica14	other
:	other
Ya	lang2
quiero	lang2
ver	lang2
suicide	lang1
squad	ne
!!	other

sentiment	positive
Voy	lang2
a	lang2
tener	lang2
que	lang2
meal	lang1
prep	lang2
esta	lang2
semana	lang2
pq	lang2
estoyyyyy	lang2
🐷🐽	other

sentiment	negative
Mera	lang2
woo	lang1
mami	lang2
me	lang2
hizo	lang2
8	other
tacos	lang2
.	other
Soy	lang2
una	lang2
gordita	lang2
🐷	other

sentiment	negative
RT	other
@Macetaminofen	other
:	other
2015	other
:	other
el	lang2
boricua	lang2
no	lang2
sabe	lang2
lo	lang2
que	lang2
es	lang2
el	lang2
oversharing	lang1
.	other
https://t.co/I8OBjf26kI	other

sentiment	positive
RT	other
@Alphasniper97	other
:	other
Me	lang2
ha	lang2
gustado	lang2
un	lang2
vídeo	lang2
de	lang2
@YouTube	other
de	lang2
@kronnomc	other
(	other
https://t.co/y87TDQNCBl	other
-	other
Call	ne
Of	lang1
Duty	lang1
BLACK	lang1
OPS	lang1
3	other
RAP	lang1
|	other
KRONNO	lang1
,	other
ZARCOR	ne
…	other

sentiment	negative
No	lang2
se	lang2
preparan	lang2
,	other
10Min	other
en	lang2
Hold	lang1
con	lang2
Servicio	lang2
al	lang2
Cliente	lang2
de	lang2
AutoExpreso	lang2
y	lang2
nunca	lang2
me	lang2
atendieron	lang2
!!	other

sentiment	negative
Todo	lang2
mi	lang2
snapchat	ne
esta	lang2
en	lang2
Ibiza	ne
.	other
Okay	lang1
.	other
Cool	lang1
.	other
Y	lang2
yo	lang2
aqui	lang2
.	other

sentiment	neutral
RT	other
@vkennielle	other
:	other
But	lang1
no	lang2
tengo	lang2
..	other
https://t.co/lvFcGCMTaQ	other

sentiment	positive
RT	other
@AXELGiovannipr	other
:	other
Party	lang1
de	lang2
Mar	ne
Chiquita	lang2
de	lang2
respeto	lang2
🌴🌀	other

sentiment	positive
RT	other
@Ninelconde	other
:	other
Muchísimas	lang2
gracias	lang2
a	lang2
mis	lang2
stylists	lang1
de	lang2
esta	lang2
noche	lang2
Angi	ne
Escamilla	ne
e	lang2
Irma	ne
Martínez	ne
que	lang2
me	lang2
vistieron	lang2
en	lang2
#pln25	other

sentiment	positive
Que	lang2
mejor	lang2
manera	lang2
de	lang2
empezar	lang2
el	lang2
dia	lang2
que	lang2
desayunando	lang2
en	lang2
mi	lang2
tazita	lang2
Gaming	lang1
que	lang2
me	lang2
regaló	lang2
una	lang2
fan	lang2
^^	other
Z4E	other
!	other
❤	other
️	other
https://t.co/WvUne1ITyP	other

sentiment	neutral
@Patty_Sena	other
jajajaj	lang2
si	lang2
?	other
Cuales	lang2
mis	lang2
chanel	ne
?	other
O	lang2
chanclas	lang2
?	other
Lol	lang1

sentiment	positive
3	other
Dias	lang2
bitch	lang1
!!	other
!	other
@NEGROPR76	other
@EddaTH1	other
#party	lang1
#finally	lang1
#relax	lang1
#HHN24	other

sentiment	neutral
En	lang2
verdad	lang2
tengo	lang2
que	lang2
confesar	lang2
que	lang2
cojo	lang2
todos	lang2
los	lang2
quizzes	lang2
esos	lang2
pendejos	lang2
de	lang2
fb	lang2
,	other
simplemente	lang2
no	lang2
le	lang2
doy	lang2
share	lang1
:D	other

sentiment	positive
Momento	lang2
épic	lang1
en	lang2
Argentina	ne
con	lang2
@JordiWild	other
😂😂😂💀	other
https://t.co/CQabiTXdIO	other
https://t.co/QIWbgaNmDI	other

sentiment	positive
Imagen	lang2
Modeling	lang1
by	lang1
La	lang2
Gatita	lang2
se	lang2
enorgullece	lang2
en	lang2
ser	lang2
parte	lang2
del	lang2
Gran	lang2
estreno	lang2
#zoolander2	other
estrenando	lang2
…	other
https://t.co/wJHRSq0YHd	other

sentiment	negative
Si	lang2
twitter	ne
cambia	lang2
de	lang2
140	other
characters	lang1
a	lang2
10	other
,	other
000	other
ahí	lang2
si	lang2
te	lang2
digo	lang2
yo	lang2
que	lang2
soy	lang2
la	lang2
primera	lang2
en	lang2
no	lang2
volver	lang2
a	lang2
entrar	lang2
aquí	lang2
.	other

sentiment	positive
😭😭🙈😱😜🙏	other
no	lang1
it	lang1
's	lang1
not	lang1
a	lang1
wrap	lang1
yet	lang1
#YSEA	ne
#wardrobe	lang1
No	lang2
hemos	lang2
terminado	lang2
aun	lang2
.	other
#vestuario	lang2
#dancers	lang1
…	other
http://t.co/IZJhh3I8HD	other

sentiment	negative
RT	other
@GabrielMangual	other
:	other
"	other
Quisiera	lang2
tener	lang2
tu	lang2
autoestima	lang2
"	other
,	other
mere	lang2
pila	lang2
e	lang2
mierda	lang2
,	other
esta	lang2
autoestima	lang2
va	lang2
en	lang2
conjunto	lang2
con	lang2
mi	lang2
belleza	lang2
ok	lang1
,	other
es	lang2
el	lang2
combo	lang2
que	lang2
t	lang2
…	other

sentiment	positive
RT	other
@SofiaCintron	other
:	other
Por	lang2
text	lang1
:	other
"	other
JAJAJAJAJAJAJAJAJA	lang2
"	other
En	lang2
persona	lang2
:	other
http://t.co/niqLAB3srS	other

sentiment	positive
@carlosluis1515	other
uuuu	lang2
,	other
los	lang2
de	lang2
river	lang1
china	ne
😍	other

sentiment	positive
Estos	lang2
ultimos	lang2
dias	lang2
he	lang2
estado	lang2
comiendo	lang2
con	lang2
cojones	lang2
so	lang1
esperen	lang2
verme	lang2
con	lang2
una	lang2
mega	lang2
pipa	lang2
en	lang2
PC	ne

sentiment	positive
Mami	lang2
le	lang2
acaba	lang2
de	lang2
decir	lang2
Light	lang1
Buzz	ne
Year	lang1
a	lang1
Buzz	ne
Light	lang1
Year	lang1
..	other
.	other
Esos	lang2
tragos	lang2
están	lang2
buenos	lang2
ahhh	lang2

sentiment	positive
@ecubuntu	other
¡	other
Gracias	lang2
por	lang2
la	lang2
información	lang2
!	other
Aparte	lang2
del	lang2
AMC	ne
Theatre	lang1
,	other
¿	other
esto	lang2
le	lang2
ha	lang2
pasado	lang2
en	lang2
otros	lang2
lugares	lang2
?	other
¿	other
Su	lang2
teléfono	lang2
marca	lang2
3G	other
ó	lang2
4G	other
?	other
~	other
AS	lang2

sentiment	positive
RT	other
@jorge_927	other
:	other
Tu	lang2
has	lang1
con	lang2
tu	lang2
vida	lang2
lo	lang2
que	lang2
realmente	lang2
te	lang2
haga	lang2
feliz	lang2
,	other
no	lang2
lo	lang2
que	lang2
la	lang2
sociedad	lang2
dice	lang2
que	lang2
te	lang2
va	lang2
hacer	lang2
feliz	lang2
.	other

sentiment	positive
Cuando	lang2
me	lang2
maquillo	lang2
bien	lang2
cabron	lang2
me	lang2
pongo	lang2
extremadamente	lang2
narci	lang2
😂	other
me	lang2
tomo	lang2
como	lang2
300	other
selfies	lang1

sentiment	positive
@jimnez_kevo	other
@b_pupi	other
wooo	lang1
🙌🏼🙌🏼	other
mañana	lang2
voy	lang2
a	lang2
verla	lang2
y	lang2
estoy	lang2
bieeen	lang2
moti	lang2
porque	lang2
la	lang2
primera	lang2
es	lang2
de	lang2
mis	lang2
películas	lang2
favoritas	lang2

sentiment	neutral
Diaaaa	lang2
'lo	lang1
,	other
el	lang2
exhausment	lang1
que	lang2
tenía	lang2
era	lang2
tanto	lang2
que	lang2
dormí	lang2
de	lang2
5pm-2am	other

sentiment	positive
#billboards	lang1
#2015	other
the	lang1
night	lang1
of	lang1
the	lang1
pant	lang1
look	lang1
.	other
Love	lang1
it	lang1
!	other
Fashion	lang1
trends	lang1
#angiestyledairy	lang1
#mylikes	lang1
#moda	lang2
…	other
https://t.co/PzOCwEIV0q	other

sentiment	neutral
I	lang1
can	lang1
not	lang1
do	lang1
This	lang1
City	lang1
and	lang1
not	lang1
ser	lang2
u	lang1
.	other
#nyc	ne
#specialperson	lang1
#angieestilo	ne
#ilovemyjob	lang1
#citywalk	lang1
…	other
http://t.co/0Quf2pKRsl	other

sentiment	neutral
RT	other
@lulymedina1234	other
:	other
Conference	lang1
entre	lang2
raperos	lang2
🎶	other
https://t.co/p3Jg3lhJ0p	other

sentiment	positive
RT	other
@PrinceRoyce	other
:	other
¡	other
Adiós	lang2
y	lang2
gracias	lang2
#LatinGRAMMY	lang1
!	other
Lamúsica	lang2
sigue	lang2
con	lang2
@VerizonLatino	other
en	lang2
http://t.co/3AfygbBvZf	other
#DroidTurbo	lang1
#Ad	other

sentiment	neutral
#mezclas	lang2
6:30	other
am	lang1
#ElvacilondellaGatita	ne
jueves	lang2
..	other
💕	other
https://t.co/MWyQ6w18Q5	other

sentiment	neutral
LUCKY	lang1
ISLAND	lang1
|	other
LA	lang2
FINAL	lang2
DEL	lang2
TRACTOR	lang2
!	other
|	other
Minecraft	lang1
:	other
https://t.co/GkeSJjcGvf	other
vía	lang2
@YouTube	other

sentiment	positive
RT	other
@djboscodiaz	other
:	other
@Edwinbau	other
@LuisPerozo21	other
@Djberdugo917	other
@TEAMLAGATITA	other
@Carloslanzas	other
happy	lang1
friday	lang1
bendiciones	lang2
familia	lang2

sentiment	positive
Feriado	lang2
time	lang1
!	other
☀️☀️☀️	other
Último	lang2
weekend	lang1
con	lang2
el	lang2
70%	other
off	lang1
!!	other
https://t.co/SiflOHYCdm	other

sentiment	positive
@limefab	other
un	lang2
sitio	lang2
de	lang2
hamburgers	lang1
,	other
un	lang2
sitio	lang2
de	lang2
sandwiches	lang1
y	lang2
otro	lang2
que	lang2
tiene	lang2
de	lang2
