	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	word	pos_freq	neg_freq	neu_freq	freq
9704	9704	9704	9704	9704	9704	9704	9704	9704	9704	9704	9704	9704	Fiction	0	1	0	1
9705	9705	9705	9705	9705	9705	9705	9705	9705	9705	9705	9705	9705	Fido	0	0	1	1
9706	9706	9706	9706	9706	9706	9706	9706	9706	9706	9706	9706	9706	Fierro	1	0	0	1
9707	9707	9707	9707	9707	9707	9707	9707	9707	9707	9707	9707	9707	Fiesta	4	0	2	6
9708	9708	9708	9708	9708	9708	9708	9708	9708	9708	9708	9708	9708	Fiestas	3	0	2	5
9709	9709	9709	9709	9709	9709	9709	9709	9709	9709	9709	9709	9709	Fifa	1	0	1	2
9710	9710	9710	9710	9710	9710	9710	9710	9710	9710	9710	9710	9710	Fifty	0	0	1	1
9711	9711	9711	9711	9711	9711	9711	9711	9711	9711	9711	9711	9711	Fight	1	0	1	2
9712	9712	9712	9712	9712	9712	9712	9712	9712	9712	9712	9712	9712	Figurativamente	0	0	2	2
9713	9713	9713	9713	9713	9713	9713	9713	9713	9713	9713	9713	9713	Fila	0	1	0	1
9714	9714	9714	9714	9714	9714	9714	9714	9714	9714	9714	9714	9714	Fill	0	0	2	2
9715	9715	9715	9715	9715	9715	9715	9715	9715	9715	9715	9715	9715	Filming	1	0	0	1
9716	9716	9716	9716	9716	9716	9716	9716	9716	9716	9716	9716	9716	Fin	1	0	1	2
9717	9717	9717	9717	9717	9717	9717	9717	9717	9717	9717	9717	9717	Final	1	0	0	1
9718	9718	9718	9718	9718	9718	9718	9718	9718	9718	9718	9718	9718	Finalizando	1	0	0	1
9719	9719	9719	9719	9719	9719	9719	9719	9719	9719	9719	9719	9719	Finally	6	0	2	8
9720	9720	9720	9720	9720	9720	9720	9720	9720	9720	9720	9720	9720	Finalmente	0	0	1	1
9721	9721	9721	9721	9721	9721	9721	9721	9721	9721	9721	9721	9721	Find	0	0	1	1
9722	9722	9722	9722	9722	9722	9722	9722	9722	9722	9722	9722	9722	Finding	0	0	1	1
9723	9723	9723	9723	9723	9723	9723	9723	9723	9723	9723	9723	9723	Fine	1	0	1	2
9724	9724	9724	9724	9724	9724	9724	9724	9724	9724	9724	9724	9724	FineBros	0	1	0	1
9725	9725	9725	9725	9725	9725	9725	9725	9725	9725	9725	9725	9725	Finlandia	0	1	0	1
9726	9726	9726	9726	9726	9726	9726	9726	9726	9726	9726	9726	9726	Finna	2	0	2	4
9727	9727	9727	9727	9727	9727	9727	9727	9727	9727	9727	9727	9727	Fiorentina	0	0	1	1
9728	9728	9728	9728	9728	9728	9728	9728	9728	9728	9728	9728	9728	Fire	0	1	0	1
9729	9729	9729	9729	9729	9729	9729	9729	9729	9729	9729	9729	9729	Firma	0	1	0	1
9730	9730	9730	9730	9730	9730	9730	9730	9730	9730	9730	9730	9730	Firmad	0	0	1	1
9731	9731	9731	9731	9731	9731	9731	9731	9731	9731	9731	9731	9731	Firme	2	0	0	2
9732	9732	9732	9732	9732	9732	9732	9732	9732	9732	9732	9732	9732	Firmó	1	0	0	1
9733	9733	9733	9733	9733	9733	9733	9733	9733	9733	9733	9733	9733	First	5	0	1	6
9734	9734	9734	9734	9734	9734	9734	9734	9734	9734	9734	9734	9734	Fisi	1	0	0	1
9735	9735	9735	9735	9735	9735	9735	9735	9735	9735	9735	9735	9735	Fit	1	0	0	1
9736	9736	9736	9736	9736	9736	9736	9736	9736	9736	9736	9736	9736	FitBit	1	0	0	1
9737	9737	9737	9737	9737	9737	9737	9737	9737	9737	9737	9737	9737	Fitness	2	0	1	3
9738	9738	9738	9738	9738	9738	9738	9738	9738	9738	9738	9738	9738	Fittings	0	0	2	2
9739	9739	9739	9739	9739	9739	9739	9739	9739	9739	9739	9739	9739	Five	2	0	2	4
9740	9740	9740	9740	9740	9740	9740	9740	9740	9740	9740	9740	9740	Fix	0	0	2	2
9741	9741	9741	9741	9741	9741	9741	9741	9741	9741	9741	9741	9741	Fixed	1	0	0	1
9742	9742	9742	9742	9742	9742	9742	9742	9742	9742	9742	9742	9742	Flaca	2	0	1	3
9743	9743	9743	9743	9743	9743	9743	9743	9743	9743	9743	9743	9743	Flacucha	0	1	0	1
9744	9744	9744	9744	9744	9744	9744	9744	9744	9744	9744	9744	9744	Flaks	1	0	0	1
9745	9745	9745	9745	9745	9745	9745	9745	9745	9745	9745	9745	9745	Flappy	1	0	0	1
9746	9746	9746	9746	9746	9746	9746	9746	9746	9746	9746	9746	9746	Flash	0	0	1	1
9747	9747	9747	9747	9747	9747	9747	9747	9747	9747	9747	9747	9747	Flat	0	1	1	2
9748	9748	9748	9748	9748	9748	9748	9748	9748	9748	9748	9748	9748	Flatbread	0	0	1	1
9749	9749	9749	9749	9749	9749	9749	9749	9749	9749	9749	9749	9749	Flatforms	1	0	0	1
9750	9750	9750	9750	9750	9750	9750	9750	9750	9750	9750	9750	9750	Flats	1	0	0	1
9751	9751	9751	9751	9751	9751	9751	9751	9751	9751	9751	9751	9751	Flattered	1	0	0	1
9752	9752	9752	9752	9752	9752	9752	9752	9752	9752	9752	9752	9752	Flip	0	2	0	2
9753	9753	9753	9753	9753	9753	9753	9753	9753	9753	9753	9753	9753	Flipanding	1	0	0	1
9754	9754	9754	9754	9754	9754	9754	9754	9754	9754	9754	9754	9754	Flipante	1	0	0	1
9755	9755	9755	9755	9755	9755	9755	9755	9755	9755	9755	9755	9755	Flipas	0	1	0	1
9756	9756	9756	9756	9756	9756	9756	9756	9756	9756	9756	9756	9756	Flipping	0	1	0	1
9757	9757	9757	9757	9757	9757	9757	9757	9757	9757	9757	9757	9757	Flipándolo	1	0	0	1
9758	9758	9758	9758	9758	9758	9758	9758	9758	9758	9758	9758	9758	Flirting	0	1	1	2
9759	9759	9759	9759	9759	9759	9759	9759	9759	9759	9759	9759	9759	Flo	0	0	1	1
9760	9760	9760	9760	9760	9760	9760	9760	9760	9760	9760	9760	9760	Flojo/Cobarde	0	1	0	1
9761	9761	9761	9761	9761	9761	9761	9761	9761	9761	9761	9761	9761	Floral	1	0	1	2
9762	9762	9762	9762	9762	9762	9762	9762	9762	9762	9762	9762	9762	Floreado	1	0	0	1
9763	9763	9763	9763	9763	9763	9763	9763	9763	9763	9763	9763	9763	Flores	3	1	1	5
9764	9764	9764	9764	9764	9764	9764	9764	9764	9764	9764	9764	9764	Florida	6	1	2	9
9765	9765	9765	9765	9765	9765	9765	9765	9765	9765	9765	9765	9765	Flow	1	1	1	3
9766	9766	9766	9766	9766	9766	9766	9766	9766	9766	9766	9766	9766	Flower	2	0	0	2
9767	9767	9767	9767	9767	9767	9767	9767	9767	9767	9767	9767	9767	Flowers	2	0	2	4
9768	9768	9768	9768	9768	9768	9768	9768	9768	9768	9768	9768	9768	Flu	1	0	0	1
9769	9769	9769	9769	9769	9769	9769	9769	9769	9769	9769	9769	9769	Flume	1	0	0	1
9770	9770	9770	9770	9770	9770	9770	9770	9770	9770	9770	9770	9770	FlyTetas	0	1	0	1
9771	9771	9771	9771	9771	9771	9771	9771	9771	9771	9771	9771	9771	Flyer	0	0	1	1
9772	9772	9772	9772	9772	9772	9772	9772	9772	9772	9772	9772	9772	Flying	0	1	0	1
9773	9773	9773	9773	9773	9773	9773	9773	9773	9773	9773	9773	9773	Fm	2	0	2	4
9774	9774	9774	9774	9774	9774	9774	9774	9774	9774	9774	9774	9774	Fml	0	1	0	1
9775	9775	9775	9775	9775	9775	9775	9775	9775	9775	9775	9775	9775	Fo	0	2	0	2
9776	9776	9776	9776	9776	9776	9776	9776	9776	9776	9776	9776	9776	Foam	1	0	0	1
9777	9777	9777	9777	9777	9777	9777	9777	9777	9777	9777	9777	9777	Focus	0	0	1	1
9778	9778	9778	9778	9778	9778	9778	9778	9778	9778	9778	9778	9778	Foee	0	1	0	1
9779	9779	9779	9779	9779	9779	9779	9779	9779	9779	9779	9779	9779	Fokin	0	1	1	2
9780	9780	9780	9780	9780	9780	9780	9780	9780	9780	9780	9780	9780	Follow	4	0	1	5
9781	9781	9781	9781	9781	9781	9781	9781	9781	9781	9781	9781	9781	Following	1	0	0	1
9782	9782	9782	9782	9782	9782	9782	9782	9782	9782	9782	9782	9782	Follows	0	0	1	1
9783	9783	9783	9783	9783	9783	9783	9783	9783	9783	9783	9783	9783	Fond	1	0	0	1
9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	Fontaine	1	0	0	1
9785	9785	9785	9785	9785	9785	9785	9785	9785	9785	9785	9785	9785	Food	2	0	6	8
9786	9786	9786	9786	9786	9786	9786	9786	9786	9786	9786	9786	9786	Fools	2	0	0	2
9787	9787	9787	9787	9787	9787	9787	9787	9787	9787	9787	9787	9787	Footage	0	0	1	1
9788	9788	9788	9788	9788	9788	9788	9788	9788	9788	9788	9788	9788	Football	1	0	0	1
9789	9789	9789	9789	9789	9789	9789	9789	9789	9789	9789	9789	9789	For	6	3	2	11
9790	9790	9790	9790	9790	9790	9790	9790	9790	9790	9790	9790	9790	Forest	1	0	0	1
9791	9791	9791	9791	9791	9791	9791	9791	9791	9791	9791	9791	9791	Forever	1	2	0	3
9792	9792	9792	9792	9792	9792	9792	9792	9792	9792	9792	9792	9792	Forget	0	0	1	1
9793	9793	9793	9793	9793	9793	9793	9793	9793	9793	9793	9793	9793	Forgot	0	0	1	1
9794	9794	9794	9794	9794	9794	9794	9794	9794	9794	9794	9794	9794	Forma	11	1	7	19
9795	9795	9795	9795	9795	9795	9795	9795	9795	9795	9795	9795	9795	Formada	0	0	1	1
9796	9796	9796	9796	9796	9796	9796	9796	9796	9796	9796	9796	9796	Formatear	1	0	0	1
9797	9797	9797	9797	9797	9797	9797	9797	9797	9797	9797	9797	9797	Fort	1	0	0	1
9798	9798	9798	9798	9798	9798	9798	9798	9798	9798	9798	9798	9798	Forty	2	0	0	2
9799	9799	9799	9799	9799	9799	9799	9799	9799	9799	9799	9799	9799	Foster	1	0	0	1
9800	9800	9800	9800	9800	9800	9800	9800	9800	9800	9800	9800	9800	Fosters	0	0	1	1
9801	9801	9801	9801	9801	9801	9801	9801	9801	9801	9801	9801	9801	Foticos	1	0	0	1
9802	9802	9802	9802	9802	9802	9802	9802	9802	9802	9802	9802	9802	Foto	11	0	6	17
9803	9803	9803	9803	9803	9803	9803	9803	9803	9803	9803	9803	9803	Fotos	3	1	2	6
9804	9804	9804	9804	9804	9804	9804	9804	9804	9804	9804	9804	9804	Found	3	1	1	5
9805	9805	9805	9805	9805	9805	9805	9805	9805	9805	9805	9805	9805	Four	1	0	0	1
9806	9806	9806	9806	9806	9806	9806	9806	9806	9806	9806	9806	9806	Foward	1	0	0	1
9807	9807	9807	9807	9807	9807	9807	9807	9807	9807	9807	9807	9807	Fox	0	0	1	1
9808	9808	9808	9808	9808	9808	9808	9808	9808	9808	9808	9808	9808	France	0	0	1	1
9809	9809	9809	9809	9809	9809	9809	9809	9809	9809	9809	9809	9809	Francia	0	2	0	2
9810	9810	9810	9810	9810	9810	9810	9810	9810	9810	9810	9810	9810	Francisco	1	0	1	2
9811	9811	9811	9811	9811	9811	9811	9811	9811	9811	9811	9811	9811	Franco	1	0	0	1
9812	9812	9812	9812	9812	9812	9812	9812	9812	9812	9812	9812	9812	Frank	0	1	0	1
9813	9813	9813	9813	9813	9813	9813	9813	9813	9813	9813	9813	9813	Frankie	2	0	2	4
9814	9814	9814	9814	9814	9814	9814	9814	9814	9814	9814	9814	9814	Franklin	1	0	0	1
9815	9815	9815	9815	9815	9815	9815	9815	9815	9815	9815	9815	9815	Fray	1	0	0	1
9816	9816	9816	9816	9816	9816	9816	9816	9816	9816	9816	9816	9816	Freaky	1	2	0	3
9817	9817	9817	9817	9817	9817	9817	9817	9817	9817	9817	9817	9817	Freddy	2	0	0	2
9818	9818	9818	9818	9818	9818	9818	9818	9818	9818	9818	9818	9818	Free	0	1	6	7
9819	9819	9819	9819	9819	9819	9819	9819	9819	9819	9819	9819	9819	Freeform	0	1	0	1
9820	9820	9820	9820	9820	9820	9820	9820	9820	9820	9820	9820	9820	Freeloader	0	2	0	2
9821	9821	9821	9821	9821	9821	9821	9821	9821	9821	9821	9821	9821	Freeman	0	0	1	1
9822	9822	9822	9822	9822	9822	9822	9822	9822	9822	9822	9822	9822	Fregonas	1	0	0	1
9823	9823	9823	9823	9823	9823	9823	9823	9823	9823	9823	9823	9823	French	6	0	0	6
9824	9824	9824	9824	9824	9824	9824	9824	9824	9824	9824	9824	9824	Freshman	0	1	0	1
9825	9825	9825	9825	9825	9825	9825	9825	9825	9825	9825	9825	9825	Freshmart	0	0	1	1
9826	9826	9826	9826	9826	9826	9826	9826	9826	9826	9826	9826	9826	Frida	1	0	1	2
9827	9827	9827	9827	9827	9827	9827	9827	9827	9827	9827	9827	9827	Friday	17	2	7	26
9828	9828	9828	9828	9828	9828	9828	9828	9828	9828	9828	9828	9828	Fridays	0	1	1	2
9829	9829	9829	9829	9829	9829	9829	9829	9829	9829	9829	9829	9829	Friend	2	0	2	4
9830	9830	9830	9830	9830	9830	9830	9830	9830	9830	9830	9830	9830	Friendly	0	1	0	1
9831	9831	9831	9831	9831	9831	9831	9831	9831	9831	9831	9831	9831	Friends	3	0	3	6
9832	9832	9832	9832	9832	9832	9832	9832	9832	9832	9832	9832	9832	Friendzone	1	0	0	1
9833	9833	9833	9833	9833	9833	9833	9833	9833	9833	9833	9833	9833	Frio	1	0	0	1
9834	9834	9834	9834	9834	9834	9834	9834	9834	9834	9834	9834	9834	Frituras	1	0	0	1
9835	9835	9835	9835	9835	9835	9835	9835	9835	9835	9835	9835	9835	Frog	1	0	0	1
9836	9836	9836	9836	9836	9836	9836	9836	9836	9836	9836	9836	9836	From	2	0	4	6
9837	9837	9837	9837	9837	9837	9837	9837	9837	9837	9837	9837	9837	Frozen	2	0	0	2
9838	9838	9838	9838	9838	9838	9838	9838	9838	9838	9838	9838	9838	Fruity	1	0	0	1
9839	9839	9839	9839	9839	9839	9839	9839	9839	9839	9839	9839	9839	Frustracióni	0	0	1	1
9840	9840	9840	9840	9840	9840	9840	9840	9840	9840	9840	9840	9840	Ft	1	0	1	2
9841	9841	9841	9841	9841	9841	9841	9841	9841	9841	9841	9841	9841	Fuck	6	16	5	27
9842	9842	9842	9842	9842	9842	9842	9842	9842	9842	9842	9842	9842	Fucken	0	2	0	2
9843	9843	9843	9843	9843	9843	9843	9843	9843	9843	9843	9843	9843	Fucking	0	15	1	16
9844	9844	9844	9844	9844	9844	9844	9844	9844	9844	9844	9844	9844	Fucsia	0	0	1	1
9845	9845	9845	9845	9845	9845	9845	9845	9845	9845	9845	9845	9845	Fue	7	0	4	11
9846	9846	9846	9846	9846	9846	9846	9846	9846	9846	9846	9846	9846	Fuera	1	1	2	4
9847	9847	9847	9847	9847	9847	9847	9847	9847	9847	9847	9847	9847	Fuerte	2	0	0	2
9848	9848	9848	9848	9848	9848	9848	9848	9848	9848	9848	9848	9848	Fuerte/Moderado	0	0	1	1
9849	9849	9849	9849	9849	9849	9849	9849	9849	9849	9849	9849	9849	Fuf	1	0	0	1
9850	9850	9850	9850	9850	9850	9850	9850	9850	9850	9850	9850	9850	Fuhk	3	3	3	9
9851	9851	9851	9851	9851	9851	9851	9851	9851	9851	9851	9851	9851	Fui	2	0	1	3
9852	9852	9852	9852	9852	9852	9852	9852	9852	9852	9852	9852	9852	Fuimos	1	0	2	3
9853	9853	9853	9853	9853	9853	9853	9853	9853	9853	9853	9853	9853	Fuiste	1	0	0	1
9854	9854	9854	9854	9854	9854	9854	9854	9854	9854	9854	9854	9854	Fuistes	1	0	0	1
9855	9855	9855	9855	9855	9855	9855	9855	9855	9855	9855	9855	9855	Fulana	1	0	0	1
9856	9856	9856	9856	9856	9856	9856	9856	9856	9856	9856	9856	9856	Fulfillment	2	0	0	2
9857	9857	9857	9857	9857	9857	9857	9857	9857	9857	9857	9857	9857	Full	6	0	0	6
9858	9858	9858	9858	9858	9858	9858	9858	9858	9858	9858	9858	9858	Fumando	0	0	1	1
9859	9859	9859	9859	9859	9859	9859	9859	9859	9859	9859	9859	9859	Fun	2	0	3	5
9860	9860	9860	9860	9860	9860	9860	9860	9860	9860	9860	9860	9860	Funky	1	0	0	1
9861	9861	9861	9861	9861	9861	9861	9861	9861	9861	9861	9861	9861	Funny	0	1	0	1
9862	9862	9862	9862	9862	9862	9862	9862	9862	9862	9862	9862	9862	Futbol	1	0	0	1
9863	9863	9863	9863	9863	9863	9863	9863	9863	9863	9863	9863	9863	Futboll	0	0	1	1
9864	9864	9864	9864	9864	9864	9864	9864	9864	9864	9864	9864	9864	Futuro	1	0	0	1
9865	9865	9865	9865	9865	9865	9865	9865	9865	9865	9865	9865	9865	Fácil	0	0	1	1
9866	9866	9866	9866	9866	9866	9866	9866	9866	9866	9866	9866	9866	G	4	2	5	11
9867	9867	9867	9867	9867	9867	9867	9867	9867	9867	9867	9867	9867	G-Eazy	2	0	0	2
9868	9868	9868	9868	9868	9868	9868	9868	9868	9868	9868	9868	9868	G2	0	0	2	2
9869	9869	9869	9869	9869	9869	9869	9869	9869	9869	9869	9869	9869	G3	1	0	0	1
9870	9870	9870	9870	9870	9870	9870	9870	9870	9870	9870	9870	9870	G37	1	0	0	1
9871	9871	9871	9871	9871	9871	9871	9871	9871	9871	9871	9871	9871	GAFAS	0	1	0	1
9872	9872	9872	9872	9872	9872	9872	9872	9872	9872	9872	9872	9872	GAGAAA	0	1	0	1
9873	9873	9873	9873	9873	9873	9873	9873	9873	9873	9873	9873	9873	GAGAAAAAA	0	0	1	1
9874	9874	9874	9874	9874	9874	9874	9874	9874	9874	9874	9874	9874	GAME	0	0	1	1
9875	9875	9875	9875	9875	9875	9875	9875	9875	9875	9875	9875	9875	GAMER	8	1	3	12
9876	9876	9876	9876	9876	9876	9876	9876	9876	9876	9876	9876	9876	GAMERS	1	0	0	1
9877	9877	9877	9877	9877	9877	9877	9877	9877	9877	9877	9877	9877	GAMES	0	0	1	1
9878	9878	9878	9878	9878	9878	9878	9878	9878	9878	9878	9878	9878	GANA	0	1	0	1
9879	9879	9879	9879	9879	9879	9879	9879	9879	9879	9879	9879	9879	GANAMOS	1	0	0	1
9880	9880	9880	9880	9880	9880	9880	9880	9880	9880	9880	9880	9880	GANAS	0	0	3	3
9881	9881	9881	9881	9881	9881	9881	9881	9881	9881	9881	9881	9881	GANGSTER	7	0	3	10
9882	9882	9882	9882	9882	9882	9882	9882	9882	9882	9882	9882	9882	GANO	0	1	0	1
9883	9883	9883	9883	9883	9883	9883	9883	9883	9883	9883	9883	9883	GATI	0	0	1	1
9884	9884	9884	9884	9884	9884	9884	9884	9884	9884	9884	9884	9884	GATITA	2	0	3	5
9885	9885	9885	9885	9885	9885	9885	9885	9885	9885	9885	9885	9885	GATITOS	0	0	1	1
9886	9886	9886	9886	9886	9886	9886	9886	9886	9886	9886	9886	9886	GATUNA	1	0	0	1
9887	9887	9887	9887	9887	9887	9887	9887	9887	9887	9887	9887	9887	GB	4	0	1	5
9888	9888	9888	9888	9888	9888	9888	9888	9888	9888	9888	9888	9888	GEAR	1	0	0	1
9889	9889	9889	9889	9889	9889	9889	9889	9889	9889	9889	9889	9889	GED	1	0	0	1
9890	9890	9890	9890	9890	9890	9890	9890	9890	9890	9890	9890	9890	GEEEEZYYY	1	0	0	1
9891	9891	9891	9891	9891	9891	9891	9891	9891	9891	9891	9891	9891	GEEEZYY	0	0	1	1
9892	9892	9892	9892	9892	9892	9892	9892	9892	9892	9892	9892	9892	GEEZY	0	0	1	1
9893	9893	9893	9893	9893	9893	9893	9893	9893	9893	9893	9893	9893	GEEZYY	1	0	0	1
9894	9894	9894	9894	9894	9894	9894	9894	9894	9894	9894	9894	9894	GEEZYYY	1	0	0	1
9895	9895	9895	9895	9895	9895	9895	9895	9895	9895	9895	9895	9895	GENTE	1	0	3	4
9896	9896	9896	9896	9896	9896	9896	9896	9896	9896	9896	9896	9896	GEORGEOUS	1	0	0	1
9897	9897	9897	9897	9897	9897	9897	9897	9897	9897	9897	9897	9897	GERALT	1	0	2	3
9898	9898	9898	9898	9898	9898	9898	9898	9898	9898	9898	9898	9898	GESTIONARLA	1	0	0	1
9899	9899	9899	9899	9899	9899	9899	9899	9899	9899	9899	9899	9899	GET	3	1	4	8
9900	9900	9900	9900	9900	9900	9900	9900	9900	9900	9900	9900	9900	GETTING	0	0	1	1
9901	9901	9901	9901	9901	9901	9901	9901	9901	9901	9901	9901	9901	GHETTO	4	0	2	6
9902	9902	9902	9902	9902	9902	9902	9902	9902	9902	9902	9902	9902	GIF	1	0	0	1
9903	9903	9903	9903	9903	9903	9903	9903	9903	9903	9903	9903	9903	GIGANTE	1	0	0	1
9904	9904	9904	9904	9904	9904	9904	9904	9904	9904	9904	9904	9904	GINLASIA	0	0	1	1
9905	9905	9905	9905	9905	9905	9905	9905	9905	9905	9905	9905	9905	GIRA	1	0	0	1
9906	9906	9906	9906	9906	9906	9906	9906	9906	9906	9906	9906	9906	GIRL	10	0	3	13
9907	9907	9907	9907	9907	9907	9907	9907	9907	9907	9907	9907	9907	GIRLS	1	0	0	1
9908	9908	9908	9908	9908	9908	9908	9908	9908	9908	9908	9908	9908	GLAM	3	0	0	3
9909	9909	9909	9909	9909	9909	9909	9909	9909	9909	9909	9909	9909	GLOBAL	1	0	0	1
9910	9910	9910	9910	9910	9910	9910	9910	9910	9910	9910	9910	9910	GM	3	1	5	9
9911	9911	9911	9911	9911	9911	9911	9911	9911	9911	9911	9911	9911	GMO	1	0	0	1
9912	9912	9912	9912	9912	9912	9912	9912	9912	9912	9912	9912	9912	GMorning	1	0	0	1
9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	GMx	1	0	0	1
9914	9914	9914	9914	9914	9914	9914	9914	9914	9914	9914	9914	9914	GO	9	0	2	11
9915	9915	9915	9915	9915	9915	9915	9915	9915	9915	9915	9915	9915	GOAL	1	0	0	1
9916	9916	9916	9916	9916	9916	9916	9916	9916	9916	9916	9916	9916	GOD	0	0	1	1
9917	9917	9917	9917	9917	9917	9917	9917	9917	9917	9917	9917	9917	GODOY	6	0	4	10
9918	9918	9918	9918	9918	9918	9918	9918	9918	9918	9918	9918	9918	GOL	0	0	2	2
9919	9919	9919	9919	9919	9919	9919	9919	9919	9919	9919	9919	9919	GOLAZO	1	0	0	1
9920	9920	9920	9920	9920	9920	9920	9920	9920	9920	9920	9920	9920	GOO	0	0	1	1
9921	9921	9921	9921	9921	9921	9921	9921	9921	9921	9921	9921	9921	GOOD	19	0	6	25
9922	9922	9922	9922	9922	9922	9922	9922	9922	9922	9922	9922	9922	GOOGLE	0	0	1	1
9923	9923	9923	9923	9923	9923	9923	9923	9923	9923	9923	9923	9923	GOOOOOOL	1	0	0	1
9924	9924	9924	9924	9924	9924	9924	9924	9924	9924	9924	9924	9924	GOOOOOOLLLL	1	0	0	1
9925	9925	9925	9925	9925	9925	9925	9925	9925	9925	9925	9925	9925	GORRA	1	1	0	2
9926	9926	9926	9926	9926	9926	9926	9926	9926	9926	9926	9926	9926	GORRAS	0	1	0	1
9927	9927	9927	9927	9927	9927	9927	9927	9927	9927	9927	9927	9927	GOT	0	0	1	1
9928	9928	9928	9928	9928	9928	9928	9928	9928	9928	9928	9928	9928	GOTHAM	3	0	0	3
9929	9929	9929	9929	9929	9929	9929	9929	9929	9929	9929	9929	9929	GP	0	0	2	2
9930	9930	9930	9930	9930	9930	9930	9930	9930	9930	9930	9930	9930	GPA	1	1	2	4
9931	9931	9931	9931	9931	9931	9931	9931	9931	9931	9931	9931	9931	GRABANDO	1	0	0	1
9932	9932	9932	9932	9932	9932	9932	9932	9932	9932	9932	9932	9932	GRACIAS	5	1	2	8
9933	9933	9933	9933	9933	9933	9933	9933	9933	9933	9933	9933	9933	GRACIOSO	1	0	2	3
9934	9934	9934	9934	9934	9934	9934	9934	9934	9934	9934	9934	9934	GRADUAMOS	1	0	0	1
9935	9935	9935	9935	9935	9935	9935	9935	9935	9935	9935	9935	9935	GRADUO	1	0	0	1
9936	9936	9936	9936	9936	9936	9936	9936	9936	9936	9936	9936	9936	GRAMMYs	0	0	1	1
9937	9937	9937	9937	9937	9937	9937	9937	9937	9937	9937	9937	9937	GRAN	2	0	0	2
9938	9938	9938	9938	9938	9938	9938	9938	9938	9938	9938	9938	9938	GRANDEEEE	0	0	1	1
9939	9939	9939	9939	9939	9939	9939	9939	9939	9939	9939	9939	9939	GRANDMA	0	0	1	1
9940	9940	9940	9940	9940	9940	9940	9940	9940	9940	9940	9940	9940	GRATIS	3	0	2	5
9941	9941	9941	9941	9941	9941	9941	9941	9941	9941	9941	9941	9941	GRATUITOS	1	0	0	1
9942	9942	9942	9942	9942	9942	9942	9942	9942	9942	9942	9942	9942	GREEN	1	0	0	1
9943	9943	9943	9943	9943	9943	9943	9943	9943	9943	9943	9943	9943	GREY	0	1	0	1
9944	9944	9944	9944	9944	9944	9944	9944	9944	9944	9944	9944	9944	GS	0	0	1	1
9945	9945	9945	9945	9945	9945	9945	9945	9945	9945	9945	9945	9945	GS4	0	0	2	2
9946	9946	9946	9946	9946	9946	9946	9946	9946	9946	9946	9946	9946	GTA	1	0	0	1
9947	9947	9947	9947	9947	9947	9947	9947	9947	9947	9947	9947	9947	GUAPO	1	0	0	1
9948	9948	9948	9948	9948	9948	9948	9948	9948	9948	9948	9948	9948	GUAYNABO	0	1	1	2
9949	9949	9949	9949	9949	9949	9949	9949	9949	9949	9949	9949	9949	GUERRA	0	0	1	1
9950	9950	9950	9950	9950	9950	9950	9950	9950	9950	9950	9950	9950	GUEY	0	1	0	1
9951	9951	9951	9951	9951	9951	9951	9951	9951	9951	9951	9951	9951	GUSTA	0	0	2	2
9952	9952	9952	9952	9952	9952	9952	9952	9952	9952	9952	9952	9952	GUSTADO	1	0	0	1
9953	9953	9953	9953	9953	9953	9953	9953	9953	9953	9953	9953	9953	GUSTARÁ	1	0	0	1
9954	9954	9954	9954	9954	9954	9954	9954	9954	9954	9954	9954	9954	GUSTEEE	1	0	0	1
9955	9955	9955	9955	9955	9955	9955	9955	9955	9955	9955	9955	9955	GYM	2	0	0	2
9956	9956	9956	9956	9956	9956	9956	9956	9956	9956	9956	9956	9956	GYPSY	11	0	3	14
9957	9957	9957	9957	9957	9957	9957	9957	9957	9957	9957	9957	9957	Gabby	1	0	0	1
9958	9958	9958	9958	9958	9958	9958	9958	9958	9958	9958	9958	9958	Gabi	2	0	1	3
9959	9959	9959	9959	9959	9959	9959	9959	9959	9959	9959	9959	9959	Gabiperex	0	0	1	1
9960	9960	9960	9960	9960	9960	9960	9960	9960	9960	9960	9960	9960	Gabriel	2	0	0	2
9961	9961	9961	9961	9961	9961	9961	9961	9961	9961	9961	9961	9961	Gabster	1	0	0	1
9962	9962	9962	9962	9962	9962	9962	9962	9962	9962	9962	9962	9962	Gaby	0	0	2	2
9963	9963	9963	9963	9963	9963	9963	9963	9963	9963	9963	9963	9963	Gala	0	0	1	1
9964	9964	9964	9964	9964	9964	9964	9964	9964	9964	9964	9964	9964	Galan	1	0	1	2
9965	9965	9965	9965	9965	9965	9965	9965	9965	9965	9965	9965	9965	Galaxy	1	1	0	2
9966	9966	9966	9966	9966	9966	9966	9966	9966	9966	9966	9966	9966	Galiano	1	0	0	1
